source_video,colony,colony_treatment,newcomer_MC_n,newcomer_MD_n,newcomer_ratio,treatment_group,pair,tag_1,class_1,possible_original_tags_1,tag_2,class_2,possible_original_tags_2,interaction_type,cooccurrence_frames,interaction_frames
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-14,11,H,11,14,H,14,HH,562,1
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-19,11,H,11,19,H,19,HH,268,0
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-23,11,H,11,23,H,23,HH,790,109
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-25,11,H,11,25,H,25,HH,737,19
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-29,11,H,11,29,H,29,HH,481,24
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-30,11,H,11,30,H,30,HH,910,18
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-31,11,H,11,31,H,31,HH,875,122
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-33,11,H,11,33,H,33,HH,946,29
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-34,11,H,11,34,H,34,HH,497,1
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-35,11,H,11,35,H,35,HH,1602,47
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-36,11,H,11,36,H,36,HH,1542,59
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-39,11,H,11,39,H,39,HH,1387,0
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-41,11,H,11,41,H,41,HH,595,8
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-44,11,H,11,44,H,44,HH,2751,129
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-46,11,H,11,46,H,46,HH,781,39
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-50,11,H,11,50,H,50,HH,600,19
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-51,11,H,11,51,H,51,HH,530,0
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-52,11,H,11,52,Q,52,HQ,553,0
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-53,11,H,11,53,MC,53,HMC,1343,20
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-54,11,H,11,54,MC,54,HMC,352,16
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-55,11,H,11,55,MC,55,HMC,539,21
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-56,11,H,11,56,MD,56,HMD,324,1
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-59,11,H,11,59,MD,59,HMD,1736,24
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-6,11,H,11,6,H,9,HH,63,2
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-60,11,H,11,60,MD,60,HMD,140,13
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-63,11,H,11,63,MD,63,HMD,1,0
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-64,11,H,11,64,MD,64,HMD,900,28
XZ_batch2_colony8_260606_1_crop_final_with_model_head_tail_1interval,colony8,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,11-65,11,H,11,65,MD,65,HMD,1,0
